Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION",,"Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2023,6,Aktivitetet e patundshmerise,,OJQ,PRISHTINË,3,49,33,16,20,29,0,3,5,5,18,4,4,5,2,3,0,0,0,643.38,681.66,616.98
2023,6,Aktivitetet e tjera sherbyese,,SH.P.K.,KLINË,7,14,13,1,7,7,0,3,2,2,4,2,1,0,0,0,0,0,0,381.08,373.21,388.95
2023,6,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,KLINË,1,5,4,1,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,312,312,
2023,6,Aktivitetet e tjera sherbyese,,SH.P.K.,SHTIME,2,3,2,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,233.33,200,
2023,6,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,SHTIME,1,30,29,1,29,1,0,0,0,6,0,14,1,6,0,2,0,1,0,413.57,422.99,150
2023,6,Aktivitetet e tjera sherbyese,,OJQ,PODUJEVË,6,22,20,2,7,13,2,0,6,3,4,1,3,2,0,1,0,0,0,177.11,244.49,157.16
2023,6,Aktivitetet e tjera sherbyese,,Individual,GRAÇANICË,2,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,231.91,231.91,
2023,6,Aktivitetet e tjera sherbyese,,SH.P.K.,MALISHEVË,1,2,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,250,250,
2023,6,Aktivitetet e tjera sherbyese,,SH.P.K.,MITROVICË,9,19,18,1,11,8,0,4,3,4,2,1,1,2,2,0,0,0,0,264.67,275.63,249.6
2023,6,Aktivitetet e tjera sherbyese,,Parti Politike,PRISHTINË,6,157,143,14,107,50,0,2,7,21,18,33,11,21,5,26,7,4,2,504.82,527.32,456.67
2023,6,Akomodimi dhe sherbimi ushqimor,,Ortakëri e kufizuar,KLINË,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,137.5,137.5,
2023,6,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,SKENDERAJ,13,74,70,4,58,16,0,20,4,14,2,15,3,6,6,3,1,0,0,260.98,266.91,239.49
2023,6,"Artet, Argetimi dhe rekreacioni",,Individual,DEÇAN,2,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,232.9,232.9,
2023,6,"Artet, Argetimi dhe rekreacioni",,Shoqëri akcionare,OBILIQ,1,8,7,1,7,0,1,0,0,2,0,3,0,2,0,0,0,0,0,437.23,403.15,
2023,6,"Artet, Argetimi dhe rekreacioni",,Individual,GRAÇANICË,4,5,5,0,4,1,0,3,1,0,0,0,0,1,0,0,0,0,0,194,200,170
2023,6,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,SKENDERAJ,12,37,35,2,20,17,0,5,0,7,4,5,2,2,6,1,5,0,0,278.62,272.05,286.35
2023,6,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,GJILAN,8,26,25,1,12,14,0,4,4,6,6,0,3,1,0,1,1,0,0,289.98,294.21,286.36
2023,6,Sherbimet administrative dhe mbeshtetese,,Individual,FUSHË KOSOVË,7,16,16,0,10,6,0,1,2,4,1,3,2,1,1,0,0,1,0,435.33,389.25,512.12
2023,6,"Aktivitetet profesionale, shkencore dhe teknike",,Kompani e huaj,PEJË,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1308.67,,
2023,6,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,GLLOGOC,16,42,37,5,20,22,0,4,8,9,8,2,3,2,1,2,2,1,0,353.01,399.25,304.19
2023,6,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,RAHOVEC,24,137,126,11,85,52,0,12,9,28,17,15,12,18,13,11,1,1,0,376.88,387.72,359.17
2023,6,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,PODUJEVË,18,40,38,2,25,15,0,8,2,12,7,2,4,2,1,1,1,0,0,253.71,264.17,239.05
2023,6,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,MALISHEVË,13,27,24,3,18,9,0,3,2,5,3,8,2,1,2,1,0,0,0,257.87,262.22,249.15
2023,6,"Aktivitetet profesionale, shkencore dhe teknike",,Kompani e huaj,PRISHTINË,35,639,486,153,271,356,12,49,77,117,141,55,75,32,34,16,29,2,0,1077.17,1249.18,944.09
2023,6,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,SKENDERAJ,7,23,21,2,19,4,0,8,0,7,1,3,1,1,2,0,0,0,0,506.6,557,267.25
2023,6,Aktivitetet e trupave dhe organizatave nderkombetare,,Zyrë ndërlidhëse,PRISHTINË,5,57,57,0,30,25,2,0,1,4,5,5,7,18,10,3,1,0,1,1331.1,1203.65,1471.64
2023,6,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Ortakëria e përgj.,GJAKOVË,1,4,2,2,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,225,,225
2023,6,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,ISTOG,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,385.36,385.36,
2023,6,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Organizata Buxhetore,RAHOVEC,1,16,16,0,5,11,0,0,1,2,7,3,3,0,0,0,0,0,0,390,390,390
2023,6,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Organizata Buxhetore,MALISHEVË,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,525,,525
2023,6,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Individual,FUSHË KOSOVË,2,5,5,0,4,1,0,1,0,1,0,1,0,0,1,1,0,0,0,210,212.5,200
2023,6,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Organizata Buxhetore,HANI I ELEZIT,1,2,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,365,,365
2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,GJILAN,519,3123,"3,012",111,1747,1356,20,260,373,555,441,407,249,309,208,197,82,19,3,380.99,410.19,343.67
2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,KAÇANIK,46,222,212,10,154,68,0,25,23,54,17,40,23,15,4,20,1,0,0,427.18,452.71,369.36
2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,KLLOKOT,5,11,10,1,8,3,0,1,0,4,1,2,1,0,1,1,0,0,0,236.36,210,306.67
2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,GRAÇANICË,187,8080,"7,954",126,4092,3932,56,900,1424,1467,1303,981,730,511,407,215,64,18,4,614.76,738.53,475.84
2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,NOVOBËRDË,10,17,17,0,12,5,0,2,1,2,0,4,2,0,1,4,0,0,1,205.8,193.95,234.23
2023,6,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,LIPJAN,6,51,51,0,40,11,0,8,2,5,3,8,3,9,3,8,0,2,0,427.91,381.22,597.68
2023,6,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,KAMENICË,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,270.94,270.94,
2023,7,Arsimi,,Individual,PEJË,17,77,68,9,21,55,1,0,5,8,21,4,8,2,12,6,9,1,0,212.61,192.86,220.16
2023,7,Arsimi,,Individual,OBILIQ,2,6,6,0,1,5,0,1,1,0,0,0,0,0,4,0,0,0,0,200,200,200
2023,7,Ndertimtaria,,SH.P.K.,KLINË,54,370,357,13,286,83,1,57,6,93,14,74,20,45,26,16,17,1,0,456.26,467.83,417.95
2023,6,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,KLLOKOT,2,11,11,0,10,1,0,0,0,6,0,3,0,1,1,0,0,0,0,459.09,465,400
2023,6,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,SUHAREKË,1,3,3,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,190,190,
2023,6,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,GRAÇANICË,4,36,34,2,31,5,0,2,0,8,0,13,2,5,2,2,1,1,0,638.52,594.18,913.44
2023,6,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,MALISHEVË,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,200,
2023,6,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,MALISHEVË,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,200,
2023,7,Arsimi,,Individual,VUSHTRRI,6,23,20,3,7,16,0,0,0,0,10,2,4,3,1,2,1,0,0,226.52,204.29,236.25
2023,7,Arsimi,,SH.P.K.,GRAÇANICË,1,27,27,0,4,23,0,0,3,2,14,2,2,0,2,0,2,0,0,468.76,479.8,466.84
2023,7,Ndertimtaria,,Kompani e huaj,OBILIQ,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,584.8,584.8,
2023,7,Ndertimtaria,,Kompani e huaj,SHTËRPCË,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,410,,410
2023,7,Ndertimtaria,,SH.P.K.,NOVOBËRDË,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,264,264,
2023,7,Mungon aktiviteti,,Organizata Buxhetore,GJILAN,11,111,59,52,74,36,1,0,3,17,20,12,11,8,1,19,1,18,0,361.95,371.37,341.33
2023,7,Mungon aktiviteti,,Parti Politike,DRAGASH,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,,200
2023,7,Mungon aktiviteti,,Zyrë ndërlidhëse,PRIZREN,1,5,5,0,2,3,0,0,0,0,1,1,1,1,1,0,0,0,0,1233.4,1302.5,1187.33
2023,7,Mungon aktiviteti,,OJQ,SKENDERAJ,5,14,13,1,3,10,1,1,2,0,4,1,0,1,1,0,3,0,0,221.22,262.62,209.86
2023,7,Industria nxjerrese,,Individual,GJILAN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170,,
2023,7,Industria nxjerrese,,Ndërmarrje nën menaxhim të AKP-së,GJAKOVË,1,3,3,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,297.29,297.29,
2023,7,Industria nxjerrese,,SH.P.K.,SKENDERAJ,4,63,63,0,59,4,0,5,0,14,0,18,2,16,2,6,0,0,0,672.03,685.64,471.28
2023,7,Industria perpunuese,,Individual,VITI,68,179,174,5,125,54,0,34,13,37,11,23,11,24,17,7,2,0,0,217.74,217.12,219.17
2023,7,Industria perpunuese,,Individual,KLINË,44,146,143,3,88,58,0,27,19,28,11,18,11,10,16,5,1,0,0,262.71,264.94,259.32
2023,7,Industria perpunuese,,Individual,OBILIQ,15,101,101,0,77,24,0,24,6,18,6,25,7,6,4,3,1,1,0,334.24,316.13,392.36
2023,7,Industria perpunuese,,SH.P.K.,DRAGASH,8,176,173,3,133,43,0,15,4,34,13,31,10,27,11,21,5,5,0,612.87,661.96,461.05
2023,7,Industria perpunuese,,Individual,FERIZAJ,289,1105,"1,099",6,781,314,10,167,90,226,70,219,74,119,63,47,16,3,1,281.2,294.16,244.83
2023,7,Industria perpunuese,,Ortakëria e përgj.,FERIZAJ,3,17,17,0,10,7,0,1,1,2,1,3,0,3,4,1,1,0,0,258.95,224.7,307.88
2023,7,Industria perpunuese,,Individual,GRAÇANICË,16,121,119,2,85,36,0,11,6,28,12,26,9,13,7,6,2,1,0,462.76,538.37,284.25
2023,7,Industria perpunuese,,SH.P.K.,LEPOSAVIQ,2,7,7,0,6,1,0,1,0,0,0,2,0,1,1,2,0,0,0,211.43,213.33,200
2023,7,Informimi dhe komunikimi,,Ortakëria e përgj.,FERIZAJ,1,8,7,1,7,1,0,3,0,1,0,2,0,0,1,1,0,0,0,423.2,405.94,544
2023,7,Informimi dhe komunikimi,,Kompani e huaj,PRIZREN,1,8,8,0,8,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1684.97,1684.97,
2023,7,Informimi dhe komunikimi,,SH.P.K.,RAHOVEC,7,19,16,3,15,4,0,4,1,5,3,4,0,2,0,0,0,0,0,284.79,288.26,273.49
2023,7,Informimi dhe komunikimi,,SH.P.K.,SHTËRPCË,2,26,25,1,22,4,0,0,0,10,0,8,4,3,0,1,0,0,0,445.57,480.16,255.32
2023,7,Informimi dhe komunikimi,,Shoqëri akcionare,PRISHTINË,5,1861,"1,845",16,1311,548,2,37,12,70,61,355,166,454,184,388,123,7,2,844.06,856.17,815.9
2023,7,Informimi dhe komunikimi,,Ortakëria e përgj.,PRISHTINË,4,75,75,0,56,19,0,13,4,16,2,16,5,8,5,2,3,1,0,547.71,567.96,488.03
2023,7,Transporti dhe magazinimi,,SH.P.K.,SHTIME,6,13,13,0,10,3,0,1,1,3,1,3,0,2,0,1,1,0,0,269.37,291.61,195.26
2023,7,Transporti dhe magazinimi,,SH.P.K.,SHTËRPCË,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,270,270,
2023,7,Transporti dhe magazinimi,,Shoqëri akcionare,SUHAREKË,1,17,13,4,13,4,0,0,0,2,3,1,0,4,1,5,0,1,0,459.15,490.29,357.95
2023,7,Transporti dhe magazinimi,,SH.P.K.,MALISHEVË,5,13,13,0,12,1,0,3,0,3,0,3,0,1,1,2,0,0,0,300,308.33,200
2023,7,Transporti dhe magazinimi,,Individual,MITROVICË,34,176,171,5,151,25,0,20,0,44,6,41,10,25,3,20,6,1,0,311.67,300.4,379.73
2023,7,Aktivitetet e patundshmerise,,Individual,VUSHTRRI,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,,200
2023,7,Aktivitetet e patundshmerise,,SH.P.K.,MALISHEVË,2,19,17,2,7,12,0,3,7,3,3,1,1,0,1,0,0,0,0,341.32,430.21,289.46
2023,7,Aktivitetet e tjera sherbyese,,OJQ,LIPJAN,8,25,24,1,11,13,1,3,1,2,7,3,4,2,1,1,0,0,0,380.96,445.38,346.97
2023,7,Aktivitetet e tjera sherbyese,,SH.P.K.,FERIZAJ,57,140,132,8,69,70,1,21,17,19,34,17,12,7,4,5,3,0,0,303.65,316.8,263.62
2023,7,Aktivitetet e tjera sherbyese,,Parti Politike,PRIZREN,3,20,17,3,16,4,0,2,0,3,2,5,0,2,2,2,0,2,0,240.91,247.86,213.13
2023,7,Aktivitetet e tjera sherbyese,,SH.P.K.,RAHOVEC,5,14,14,0,11,3,0,2,1,6,0,0,1,2,1,1,0,0,0,378.87,392.71,328.15
2023,7,Aktivitetet e tjera sherbyese,,SH.P.K.,PRISHTINË,346,1396,"1,303",93,569,789,38,135,198,169,300,142,157,74,109,45,22,4,3,466,562.89,369.17
2023,7,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,PRISHTINË,5,382,297,85,230,150,2,16,11,44,51,65,68,57,18,44,2,4,0,437.24,505.44,333.84
2023,7,Aktivitetet e tjera sherbyese,,Individual,SKENDERAJ,15,25,25,0,7,18,0,4,12,2,2,1,3,0,1,0,0,0,0,292,250.86,308
2023,7,Akomodimi dhe sherbimi ushqimor,,Individual,JUNIK,3,5,5,0,3,2,0,2,1,0,1,1,0,0,0,0,0,0,0,236,243.33,225
2023,7,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,SHTIME,16,58,57,1,46,12,0,15,3,13,2,8,5,9,2,1,0,0,0,237.31,239.51,228.86
2023,7,Akomodimi dhe sherbimi ushqimor,,Individual,MAMUSHË,5,5,5,0,3,2,0,1,0,2,2,0,0,0,0,0,0,0,0,198,180,225
2023,7,Akomodimi dhe sherbimi ushqimor,,Ortakëria e përgj.,PRISHTINË,7,74,73,1,57,17,0,11,3,31,5,9,6,5,3,1,0,0,0,461.41,462.92,456.33
2023,7,"Artet, Argetimi dhe rekreacioni",,Shoqëri akcionare,OBILIQ,1,6,6,0,5,0,1,0,0,1,0,2,0,2,0,0,0,0,0,492.55,455.9,
2023,7,"Artet, Argetimi dhe rekreacioni",,SH.P.K.,SHTIME,3,14,14,0,11,3,0,1,0,4,1,2,0,3,2,1,0,0,0,247.86,247.27,250
2023,7,"Artet, Argetimi dhe rekreacioni",,Individual,SHTIME,1,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,235,300,170
2023,7,"Artet, Argetimi dhe rekreacioni",,Individual,SKENDERAJ,2,4,3,1,1,3,0,0,0,1,1,0,1,0,1,0,0,0,0,250,180,273.33
2023,7,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,VITI,7,14,11,3,10,4,0,1,1,6,0,1,0,1,2,1,1,0,0,207.22,208.12,204.95
2023,7,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,SHTËRPCË,3,15,15,0,7,8,0,2,0,1,0,2,2,1,4,0,2,1,0,302.09,340.48,268.5
2023,7,Bujqesia;Pylltaria dhe Peshkimi,,Kooperativa Bujq.,GRAÇANICË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,761.9,761.9,
2023,7,Bujqesia;Pylltaria dhe Peshkimi,,Shoqëri akcionare,MITROVICË,1,5,5,0,2,3,0,0,1,0,1,0,1,2,0,0,0,0,0,507.74,705,376.23
2023,7,Sherbimet administrative dhe mbeshtetese,,Individual,PEJË,21,65,63,2,25,40,0,7,7,5,8,8,10,4,13,1,2,0,0,336.91,273.82,376.35
2023,7,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,DEÇAN,7,16,16,0,9,7,0,3,3,3,3,2,1,1,0,0,0,0,0,401.69,327.03,497.68
2023,7,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,JUNIK,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,270,270,
2023,7,Sherbimet administrative dhe mbeshtetese,,Individual,KLINË,4,7,7,0,6,1,0,0,0,2,0,1,0,3,0,0,1,0,0,215.71,218.33,200
2023,7,Sherbimet administrative dhe mbeshtetese,,Kompani e huaj,LIPJAN,1,5,5,0,1,4,0,0,0,0,0,0,2,1,1,0,1,0,0,1053.76,836.4,1108.1
2023,7,Sherbimet administrative dhe mbeshtetese,,Kompani e huaj,GLLOGOC,1,231,231,0,45,185,1,4,4,5,6,8,28,9,82,18,65,1,0,293.54,364.15,276.44
2023,7,Sherbimet administrative dhe mbeshtetese,,Individual,PODUJEVË,12,25,23,2,18,7,0,1,1,7,2,5,1,4,1,1,2,0,0,275.75,279.64,266.84
2023,7,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,ZUBIN POTOK,1,13,13,0,5,8,0,0,0,1,2,1,1,2,4,1,1,0,0,403.31,492.54,347.54
2023,7,Sherbimet administrative dhe mbeshtetese,,Individual,HANI I ELEZIT,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270.94,270.94,
2023,7,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,OBILIQ,6,87,83,4,80,7,0,11,1,14,3,16,2,19,1,18,0,2,0,879.58,911.55,514.22
2023,7,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,PODUJEVË,16,36,34,2,23,13,0,8,2,11,6,1,3,2,1,1,1,0,0,247.98,259.88,229.68
2023,7,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,GRAÇANICË,2,7,6,1,4,1,2,0,0,2,1,0,0,1,0,0,0,1,0,450,487.5,400
2023,7,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,LEPOSAVIQ,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,170,170,
2023,7,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,PRISHTINË,1316,7180,"6,312",868,3898,3177,105,794,915,1564,1422,891,499,437,229,169,104,43,8,873.82,962.95,740.18
2023,7,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,PRISHTINË,181,528,495,33,253,273,2,45,69,99,108,63,55,28,18,16,19,2,4,565.42,575.68,465.33
2023,7,"Aktivitetet profesionale, shkencore dhe teknike",,Zyra e Përfaqësisë në Kosovë,PRISHTINË,4,6,3,3,3,2,1,0,0,0,1,1,0,2,1,0,0,0,0,1671.07,2641.32,189.24
2023,7,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,GJILAN,69,268,198,70,108,155,5,14,34,30,56,29,37,16,17,15,10,4,1,318.99,374.65,279.53
2023,7,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,LIPJAN,23,133,94,39,42,90,1,6,25,10,23,11,24,7,11,7,7,1,0,421.98,522.95,373.34
2023,7,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,OBILIQ,4,6,5,1,1,5,0,0,1,1,1,0,1,0,2,0,0,0,0,313.95,385.36,299.67
2023,7,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,PRIZREN,22,77,64,13,23,52,2,3,11,9,19,5,12,2,7,3,3,1,0,466.26,601.31,339.95
2023,7,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,PODUJEVË,15,70,55,15,28,42,0,3,11,7,14,11,13,3,3,2,1,2,0,347.91,391.67,318.73
2023,7,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,SUHAREKË,11,60,42,18,25,35,0,3,12,11,14,4,4,3,3,4,2,0,0,542.92,703.41,428.28
2023,7,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,MALISHEVË,17,35,26,9,11,24,0,1,5,2,6,6,6,2,4,0,2,0,1,266.44,295.29,254.42
2023,7,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,SKENDERAJ,22,60,53,7,16,44,0,6,18,5,13,3,6,1,3,0,4,1,0,276.77,351.24,249.7
2023,7,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,PRISHTINË,33,150,129,21,112,32,6,12,7,46,16,23,5,20,4,10,0,1,0,1125.28,1183.92,818.93
2023,7,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,ISTOG,1,7,6,1,3,4,0,0,0,0,3,2,1,0,0,0,0,1,0,436.14,671.67,259.5
2023,7,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,PRIZREN,5,237,235,2,217,19,1,5,2,38,9,49,4,59,4,62,0,4,0,276.24,269.23,359.22
2023,7,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Organizata Buxhetore,MITROVICË,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,546,,546
2023,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Kompani e huaj,FERIZAJ,1,7,7,0,5,2,0,3,0,0,1,0,1,1,0,1,0,0,0,826.17,792.75,909.71
2023,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,FERIZAJ,10,216,211,5,119,97,0,27,41,30,21,34,16,24,16,4,3,0,0,364.74,394.22,328.57
2023,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,PARTESH,3,5,4,1,4,0,1,0,0,2,0,1,0,0,0,1,0,0,0,254.78,218.48,
2023,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Kompani e huaj,GRAÇANICË,1,3,3,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,753.76,851.23,558.83
2023,7,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,KAÇANIK,2,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,267.5,267.5,
2023,7,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,PRISHTINË,2,10,10,0,4,6,0,2,1,1,3,1,1,0,1,0,0,0,0,347.24,237.5,420.39
2023,8,Arsimi,,Organizata Buxhetore,PEJË,1,17,17,0,4,13,0,2,5,2,6,0,1,0,1,0,0,0,0,173.53,152.5,180
2023,8,Arsimi,,OJQ,FERIZAJ,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,425.94,,425.94
2023,8,Arsimi,,SH.P.K.,PODUJEVË,5,13,11,2,6,7,0,0,2,3,2,1,1,2,1,0,1,0,0,190.62,170,208.29
2023,6,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,FERIZAJ,26,136,133,3,73,62,1,15,5,23,16,9,18,13,14,11,9,2,0,355.9,430.41,270.02
2023,6,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,KAÇANIK,7,24,22,2,14,9,1,4,1,4,2,3,1,3,3,0,2,0,0,298.69,349.72,203.33
2023,6,Bujqesia;Pylltaria dhe Peshkimi,,Individual,KAÇANIK,3,9,9,0,6,3,0,1,1,2,1,1,0,1,0,1,1,0,0,203.33,215,180
2023,6,Bujqesia;Pylltaria dhe Peshkimi,,Shoqëri akcionare,MITROVICË,1,4,4,0,2,2,0,0,0,0,1,0,1,2,0,0,0,0,0,567.17,705,429.34
2023,6,Aktivitetet financiare dhe te sigurimit,,Ortakëria e përgj.,PRIZREN,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170,170,
2023,6,Aktivitetet financiare dhe te sigurimit,,Individual,RAHOVEC,2,5,5,0,0,5,0,0,2,0,1,0,1,0,0,0,1,0,0,320,,320
2023,6,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,GRAÇANICË,2,5,5,0,5,0,0,1,0,2,0,1,0,0,0,1,0,0,0,571.06,571.06,
2023,6,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,MALISHEVË,3,3,3,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,240.31,,240.31
2023,6,Aktivitetet financiare dhe te sigurimit,,Tjeter,PRISHTINË,1,18,15,3,7,11,0,0,0,1,4,5,2,1,4,0,1,0,0,1415.22,1714.29,1224.91
2023,6,Aktivitetet financiare dhe te sigurimit,,Shoqëri akcionare,PRISHTINË,26,15550,"15,399",151,10359,5131,60,178,364,631,984,773,815,521,311,279,185,7977,2472,484.64,435.03,546.87
2023,6,Sherbimet administrative dhe mbeshtetese,,Individual,PEJË,20,63,61,2,24,39,0,6,7,4,8,9,9,4,13,1,2,0,0,337.08,272.73,376.68
2023,6,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,KLINË,11,27,26,1,18,8,1,3,2,5,2,5,3,3,1,2,0,0,0,270.53,263.88,294.31
