Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION",,"Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2023,10,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,PRISHTINË,36,156,135,21,110,40,6,11,8,44,18,23,10,21,4,11,0,0,0,1081.5,1182.21,717.95
2023,10,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Projekt,PRISHTINË,3,23,20,3,10,13,0,0,0,4,7,4,4,2,2,0,0,0,0,1060,1015.97,1093.87
2023,10,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,, Sindikatat,PRISHTINË,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,600,
2023,10,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,PEJË,452,1143,"1,116",27,596,544,3,131,117,182,143,144,117,84,117,54,46,1,4,287.8,301.89,271.83
2023,10,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Shoqëri akcionare,PRIZREN,1,5,3,2,4,1,0,3,0,1,1,0,0,0,0,0,0,0,0,807.77,870,558.83
2023,10,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,SUHAREKË,213,762,746,16,436,324,2,92,52,127,69,93,64,82,99,40,39,2,1,306.42,337.54,265.08
2023,10,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,PEJË,3,8,8,0,7,1,0,0,1,4,0,3,0,0,0,0,0,0,0,250.5,248.57,264
2023,10,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,KLINË,3,8,8,0,7,1,0,1,1,2,0,3,0,0,0,1,0,0,0,327.5,345.71,200
2023,10,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Shoqëri akcionare,FERIZAJ,3,494,490,4,432,62,0,8,0,54,15,99,18,141,16,130,13,0,0,541.37,546.61,504.82
2023,10,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Shoqëri akcionare,GJAKOVË,3,518,511,7,438,80,0,13,2,55,28,109,16,107,14,154,19,0,1,648.06,647.81,649.43
2023,10,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Shoqëri akcionare,PRIZREN,2,811,805,6,738,72,1,15,1,101,19,182,21,241,17,199,14,0,0,566.01,563.25,595.38
2023,10,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,FUSHË KOSOVË,3,12,12,0,9,3,0,0,2,1,0,2,0,4,1,2,0,0,0,434.99,391.1,566.67
2023,10,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,HANI I ELEZIT,1,3,3,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,413.33,400,440
2023,11,Arsimi,,SH.P.K.,PRIZREN,25,139,124,15,39,97,3,3,12,11,41,6,20,8,16,9,8,2,0,297.45,323.08,283.25
2023,11,Arsimi,,Individual,PRIZREN,34,124,103,21,49,74,1,1,5,15,34,18,17,8,12,7,6,0,0,200.5,187.43,207.53
2023,11,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,FUSHË KOSOVË,7,9,7,2,5,4,0,0,1,1,1,3,1,0,0,1,0,0,1,473.66,522.43,412.7
2023,11,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,ISTOG,5,15,15,0,13,2,0,1,1,7,1,2,0,1,0,2,0,0,0,255.66,259.3,232
2023,11,Sherbimet administrative dhe mbeshtetese,,Individual,KAÇANIK,4,9,9,0,7,2,0,4,1,2,0,0,1,1,0,0,0,0,0,222,204.86,282
2023,11,Sherbimet administrative dhe mbeshtetese,,Individual,MAMUSHË,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,264,,264
2023,11,Sherbimet administrative dhe mbeshtetese,,Agjension i Huaj Qeveritar,PRISHTINË,1,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1522.44,1522.44,
2023,11,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,SKENDERAJ,14,33,31,2,24,9,0,3,4,7,2,10,3,3,0,1,0,0,0,318.17,333.4,277.55
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,VITI,22,57,49,8,44,13,0,8,4,16,2,13,3,4,2,1,2,2,0,236.13,243.84,210.62
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,DEÇAN,11,27,26,1,15,12,0,2,0,6,8,3,3,2,0,2,1,0,0,358.72,381.36,327.83
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,Ortakëria e përgj.,GJILAN,1,7,7,0,4,3,0,2,0,1,2,0,0,1,0,0,1,0,0,316.29,328.5,300
2023,11,Aktivitetet e trupave dhe organizatave nderkombetare,,OJQ,PRIZREN,1,5,5,0,2,3,0,0,0,1,1,0,1,0,1,1,0,0,0,335.15,266.66,380.81
2023,11,Aktivitetet e trupave dhe organizatave nderkombetare,, Ambasada,PRISHTINË,13,557,557,0,351,203,3,2,1,21,39,86,62,165,76,67,23,10,2,2064.87,1985.93,2214.49
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,LIPJAN,22,56,46,10,17,38,1,4,7,7,12,4,10,1,6,1,2,0,1,297.15,307.98,294.8
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,DRAGASH,1,7,4,3,3,4,0,0,1,1,0,1,1,0,1,1,1,0,0,310.15,216.67,380.27
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Ortakëria e përgj.,PODUJEVË,1,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,225,250,200
2023,11,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,PRISHTINË,36,157,142,15,114,37,6,10,8,47,17,25,8,21,4,11,0,0,0,1100.21,1200.43,686.93
2023,11,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,Kompani e huaj,PRISHTINË,5,10,8,2,7,2,1,0,0,4,2,2,0,1,0,0,0,0,0,1896.33,2086.5,856.14
2023,11,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Individual,RAHOVEC,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,300,,300
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,GJILAN,373,726,706,20,398,326,2,74,72,130,68,77,60,60,82,51,44,6,0,236.19,238.38,232.97
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,LIPJAN,140,387,378,9,253,132,2,59,41,67,33,51,33,51,13,22,12,3,0,323.81,342.76,287.62
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,FERIZAJ,10,195,191,4,103,91,1,21,36,22,23,32,11,23,18,5,3,0,0,371.89,403.1,337.53
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,PODUJEVË,198,688,669,19,448,238,2,98,98,126,57,124,46,68,28,28,9,4,0,308.87,323.9,280.33
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,VUSHTRRI,184,513,503,10,348,164,1,94,20,115,45,80,51,45,30,13,17,1,1,396.73,450.37,282.94
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Kompani e huaj,GRAÇANICË,1,3,3,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,753.76,851.23,558.83
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Shoqëri akcionare,PRISHTINË,2,577,574,3,326,239,12,56,53,117,96,87,57,51,28,15,5,0,0,983.41,1081.02,837.72
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,MITROVICË VERIORE,10,13,13,0,4,9,0,0,2,2,1,1,3,1,3,0,0,0,0,216.92,205,222.22
2023,11,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,GJAKOVË,1,10,10,0,8,2,0,2,0,3,0,0,0,2,2,1,0,0,0,210,212.5,200
2023,11,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,MITROVICË,6,12,12,0,8,4,0,1,0,3,2,3,2,1,0,0,0,0,0,260.59,261.74,258.29
2023,12,Arsimi,,SH.P.K.,PEJË,26,248,200,48,72,173,3,4,32,26,76,13,20,5,29,21,15,3,1,448.49,492.33,424.04
2023,12,Arsimi,,Individual,ISTOG,4,10,9,1,4,6,0,0,1,1,2,1,0,0,1,2,2,0,0,183.6,165,196
2023,12,Arsimi,,Organizata Buxhetore,FERIZAJ,1,5,5,0,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,200,,200
2023,12,Arsimi,,SH.P.K.,PRISHTINË,189,3753,"3,098",655,1418,2236,99,142,397,268,823,376,530,327,346,268,128,37,12,693.7,849.4,572.98
2023,12,Arsimi,,SH.P.K.,SKENDERAJ,5,12,10,2,7,5,0,1,0,0,1,3,3,1,1,2,0,0,0,182.47,171.25,198.19
2023,12,Ndertimtaria,,SH.P.K.,VITI,49,168,151,17,148,19,1,31,1,44,9,34,7,28,2,10,0,1,0,295.74,299.11,250.8
2023,12,Ndertimtaria,,Individual,DEÇAN,25,60,58,2,51,9,0,12,0,27,2,11,3,1,3,0,1,0,0,269.84,270.5,265.05
2023,12,Ndertimtaria,,SH.P.K.,ISTOG,54,422,411,11,369,51,2,46,9,109,17,94,14,68,9,50,2,2,0,530.17,552.62,367.83
2023,12,Ndertimtaria,,SH.P.K.,GJILAN,150,890,810,80,769,117,4,73,15,191,38,169,39,199,20,124,4,13,1,406.86,414.25,358.09
2023,12,Ndertimtaria,,Individual,ZVEÇAN,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,200,
2023,12,Ndertimtaria,,Individual,DRAGASH,20,62,60,2,52,10,0,15,2,12,2,17,1,5,5,3,0,0,0,261.24,253.66,300.65
2023,12,Ndertimtaria,,Ortakëria e përgj.,MALISHEVË,1,8,7,1,8,0,0,2,0,1,0,4,0,0,0,1,0,0,0,572.73,572.73,
2023,12,Ndertimtaria,,Individual,ZUBIN POTOK,1,15,15,0,10,5,0,0,0,2,0,5,1,1,2,2,2,0,0,243.33,242,246
2023,12,Ndertimtaria,,SH.P.K.,MITROVICË VERIORE,3,8,7,1,7,1,0,1,0,2,1,3,0,0,0,1,0,0,0,329.07,347.51,200
2023,12,Person Fizik,,Person fizik,PEJË,3,3,3,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1609.79,2279.22,270.94
2023,12,Person Fizik,,Person fizik,PRIZREN,9,19,14,5,12,7,0,2,0,4,2,6,1,0,3,0,1,0,0,707.38,514.68,1037.71
2023,12,Person Fizik,,Person fizik,SUHAREKË,2,2,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,397.5,,397.5
2023,12,Mungon aktiviteti,,OJQ,PARTESH,1,9,9,0,5,4,0,1,2,4,1,0,1,0,0,0,0,0,0,238.89,250,225
2023,12,Mungon aktiviteti,,OJQ,PODUJEVË,1,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,642.48,642.48,
2023,12,Mungon aktiviteti,,OJQ,VUSHTRRI,3,16,10,6,8,8,0,0,1,2,4,4,2,0,0,2,1,0,0,389.41,404.13,374.69
2023,12,Industria perpunuese,,Individual,PARTESH,5,12,12,0,9,3,0,0,1,1,1,3,1,5,0,0,0,0,0,195.83,186.67,223.33
2023,12,Industria perpunuese,,Kompani e huaj,PRIZREN,1,5,5,0,5,0,0,2,0,1,0,1,0,0,0,1,0,0,0,455.63,455.63,
2023,12,Industria perpunuese,,Ortakëria e përgj.,PRIZREN,6,47,47,0,42,5,0,7,0,9,2,11,0,13,2,2,1,0,0,340.81,350.22,261.8
2023,12,Industria perpunuese,,Ortakëria e përgj.,PODUJEVË,1,5,5,0,4,1,0,1,0,2,0,0,0,1,1,0,0,0,0,250,250,250
2023,12,Industria perpunuese,,SH.P.K.,LEPOSAVIQ,2,10,10,0,9,1,0,1,0,1,0,3,0,2,1,2,0,0,0,202,202.22,200
2023,12,Industria perpunuese,,Individual,MALISHEVË,51,167,167,0,123,42,2,25,11,44,9,29,11,18,9,7,2,0,0,249.44,262.58,211.78
2023,12,Informimi dhe komunikimi,,SH.P.K.,KLINË,5,6,6,0,4,2,0,0,1,2,1,2,0,0,0,0,0,0,0,293.59,330.64,219.5
2023,12,Informimi dhe komunikimi,,Individual,PRISHTINË,56,163,143,20,88,73,2,18,20,33,19,22,18,9,14,4,1,2,1,584.24,684.63,466.53
2023,12,Transporti dhe magazinimi,,Individual,VITI,6,15,14,1,10,5,0,2,1,3,1,2,0,0,2,3,1,0,0,290.07,293.7,282.8
2023,12,Transporti dhe magazinimi,,Individual,GJAKOVË,14,66,64,2,51,15,0,11,2,14,4,8,2,8,5,10,2,0,0,263.16,260.57,271.97
2023,12,Transporti dhe magazinimi,,SH.P.K.,PODUJEVË,37,188,178,10,144,44,0,24,13,37,8,42,14,23,6,15,3,3,0,447,448.57,441.84
2023,12,Transporti dhe magazinimi,,SH.P.K.,MITROVICË,14,59,55,4,53,6,0,10,1,12,2,14,1,10,2,7,0,0,0,340.12,343.15,313.36
2023,12,Aktivitetet e tjera sherbyese,,SH.P.K.,VITI,6,14,14,0,11,3,0,6,2,3,0,2,1,0,0,0,0,0,0,272.64,280.55,243.65
2023,12,Aktivitetet e tjera sherbyese,,SH.P.K.,ISTOG,2,3,3,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,297.29,297.29,
2023,12,Aktivitetet e tjera sherbyese,,SH.P.K.,GJAKOVË,14,57,51,6,16,41,0,1,6,6,20,4,8,1,4,4,2,0,1,456.1,653.04,379.25
2023,12,Aktivitetet e tjera sherbyese,,OJQ,GLLOGOC,7,43,39,4,28,15,0,10,1,12,7,5,4,0,2,1,1,0,0,925.29,1183.61,443.08
2023,12,Aktivitetet e tjera sherbyese,,Individual,MAMUSHË,1,4,4,0,4,0,0,1,0,1,0,2,0,0,0,0,0,0,0,250,250,
2023,12,Aktivitetet e tjera sherbyese,,Individual,SKENDERAJ,12,15,15,0,7,8,0,4,4,2,1,1,3,0,0,0,0,0,0,260.53,251.71,268.25
2023,12,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,FERIZAJ,201,1326,"1,274",52,888,410,28,259,120,304,87,189,89,97,92,39,22,0,0,313.42,317.33,292.31
2023,12,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,SUHAREKË,33,242,237,5,144,96,2,39,21,49,28,36,27,14,16,6,4,0,0,354.43,353.71,354.46
2023,12,Akomodimi dhe sherbimi ushqimor,,Individual,MITROVICË,73,304,301,3,219,81,4,62,9,70,19,51,24,25,20,11,9,0,0,233.69,230.31,236.47
2023,12,"Artet, Argetimi dhe rekreacioni",,Individual,RAHOVEC,4,9,9,0,2,6,1,0,3,1,0,0,0,0,3,1,0,0,0,309.52,252.63,353.25
2023,12,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,DRAGASH,3,8,8,0,5,3,0,1,0,0,0,2,2,2,1,0,0,0,0,257.82,294.51,196.67
2023,12,Aktivitetet financiare dhe te sigurimit,,Individual,PODUJEVË,2,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,310.98,,310.98
2023,12,Sherbimet administrative dhe mbeshtetese,,Individual,SHTIME,3,6,6,0,3,3,0,1,0,1,1,1,2,0,0,0,0,0,0,393.94,581.21,206.67
2023,12,Sherbimet administrative dhe mbeshtetese,,Individual,DRAGASH,5,10,10,0,7,3,0,2,0,0,1,1,0,3,0,1,2,0,0,323.4,312,350
2023,12,Sherbimet administrative dhe mbeshtetese,,SH.P.K.,GRAÇANICË,6,17,15,2,9,8,0,1,1,0,3,7,3,1,1,0,0,0,0,309.51,292.72,328.41
2023,12,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,ISTOG,14,29,25,4,19,10,0,4,0,6,4,4,2,3,2,2,2,0,0,260.97,269.38,245
2023,12,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,PODUJEVË,25,49,43,6,30,19,0,7,3,14,11,8,2,0,1,1,1,0,1,283.75,319.7,226.98
2023,12,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,VUSHTRRI,32,95,86,9,66,29,0,14,7,31,11,16,1,3,7,2,3,0,0,391.69,418.86,327.64
2023,12,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,VITI,14,222,197,25,82,138,2,13,28,16,25,17,23,20,41,14,21,2,0,304.98,358.66,274.71
2023,12,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,GLLOGOC,17,55,35,20,28,27,0,1,8,3,13,14,4,3,1,2,1,5,0,301.04,320.27,281.09
2023,12,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,GRAÇANICË,13,310,246,64,110,193,7,7,50,24,64,35,39,19,25,10,7,15,8,1183.62,2127.89,602.72
2023,12,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,MALISHEVË,17,35,25,10,11,24,0,1,6,2,4,5,6,3,5,0,2,0,1,241.89,277.54,225.55
2023,12,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,ISTOG,1,4,4,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,385.36,385.36,
2023,12,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,MITROVICË,1,4,1,3,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1501.87,526.32,2477.42
2023,12,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,VITI,1,44,44,0,40,4,0,0,1,11,0,11,1,10,1,8,1,0,0,297.46,302.71,244.97
2023,12,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Individual,RAHOVEC,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,300,,300
2023,12,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Organizata Buxhetore,NOVOBËRDË,1,15,15,0,13,2,0,1,0,4,2,3,0,3,0,2,0,0,0,358,359.23,350
2023,12,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Individual,FUSHË KOSOVË,2,5,5,0,4,1,0,1,0,1,0,1,0,0,1,1,0,0,0,248.4,244.5,264
2023,12,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,HANI I ELEZIT,1,3,2,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,385.66,385.66,
2023,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,DEÇAN,45,372,360,12,220,151,1,35,34,96,55,53,35,24,23,10,4,2,0,794.46,812.74,771.44
2023,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Shoqëri akcionare,LIPJAN,1,23,23,0,5,18,0,3,5,1,10,0,3,1,0,0,0,0,0,627.48,956.49,536.09
2023,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,ZVEÇAN,3,18,18,0,7,10,1,0,4,4,3,1,1,2,1,0,1,0,0,225.56,174.29,259
2023,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,MAMUSHË,10,26,26,0,22,2,2,6,1,6,1,7,0,1,0,2,0,0,0,272.81,276.97,300
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,FERIZAJ,183,563,521,42,377,183,3,58,53,131,76,85,31,61,16,38,7,4,0,442.12,437.16,456.58
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,Ortakëria e përgj.,PRIZREN,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,215.79,,215.79
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,PODUJEVË,16,38,35,3,21,17,0,6,3,9,8,2,4,2,1,1,1,1,0,268.58,288.09,246.77
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,GRAÇANICË,2,8,7,1,5,1,2,0,0,3,1,0,0,1,0,0,0,1,0,418.75,430,400
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,NOVOBËRDË,2,8,8,0,4,3,1,0,0,2,3,1,0,0,0,1,0,0,0,356.14,153.46,558.83
2023,11,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,SKENDERAJ,11,20,18,2,16,4,0,2,0,2,2,9,2,2,0,1,0,0,0,227.5,202.31,328.25
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,GJILAN,53,113,98,15,29,84,0,10,22,8,31,5,12,3,8,2,11,1,0,243.03,249.09,240.94
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Ortakëria e përgj.,GJILAN,3,7,6,1,1,6,0,0,5,0,1,0,0,0,0,1,0,0,0,169.8,100,181.43
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,OBILIQ,4,5,4,1,1,4,0,0,1,1,1,0,0,0,2,0,0,0,0,296.71,385.36,274.55
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,FERIZAJ,72,433,336,97,149,278,6,22,99,29,84,45,53,27,29,21,11,5,2,532.61,831.28,371.24
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,PODUJEVË,22,58,39,19,21,37,0,2,10,6,11,5,10,4,4,2,2,2,0,279.52,265.43,287.52
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,GRAÇANICË,12,295,216,79,114,174,7,7,44,25,59,35,40,20,18,13,7,14,6,1462.74,2677.3,612.48
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Ortakëria e përgj.,PRISHTINË,6,27,24,3,7,20,0,1,4,2,4,1,2,2,6,0,4,1,0,426.12,437.5,422.14
2023,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,HANI I ELEZIT,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,180,,180
2023,11,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,Shoqëri akcionare,MALISHEVË,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,583.92,467.83,700
2023,11,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Individual,GJILAN,1,2,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,215.79,,215.79
2023,11,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,OJQ,LIPJAN,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,70,70,
2023,11,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Organizata Buxhetore,VUSHTRRI,1,7,7,0,2,5,0,0,0,2,3,0,1,0,1,0,0,0,0,242.56,335,205.58
2023,11,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,PRISHTINË,40,1927,"1,841",86,1720,200,7,77,35,222,65,286,46,476,39,563,15,96,0,433.41,415.43,594.83
2023,11,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,, Ambasada,PRISHTINË,1,3,3,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,488.01,479.29,492.38
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,ZVEÇAN,3,18,17,1,7,10,1,0,4,4,3,1,1,2,1,0,1,0,0,225.56,174.29,259
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,MAMUSHË,10,25,25,0,22,2,1,6,1,6,1,7,0,1,0,2,0,0,0,273.18,276.97,300
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,PRIZREN,884,2390,"2,339",51,1492,886,12,319,173,385,207,354,222,274,213,148,70,12,1,304.77,325.15,270.93
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,SUHAREKË,110,624,586,38,426,198,0,62,59,124,57,110,35,82,37,46,9,2,1,493.19,538.48,394.5
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,GRAÇANICË,1,3,3,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,265,265,
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,LEPOSAVIQ,10,28,27,1,17,11,0,2,0,2,1,7,4,3,3,3,3,0,0,299.66,305.33,290.91
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,PRISHTINË,2309,23077,"22,179",898,11576,11211,290,2544,3946,3760,3735,2909,2035,1513,1172,765,298,85,25,632.17,738.07,506.97
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,FUSHË KOSOVË,403,4014,"3,910",104,2751,1231,32,512,356,782,390,710,265,455,157,267,58,25,5,538.41,560.95,486.06
2023,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,FUSHË KOSOVË,135,478,466,12,305,169,4,48,41,111,41,91,44,31,34,24,9,0,0,465.72,506.71,390.71
2023,11,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,LIPJAN,4,21,20,1,16,5,0,1,1,3,3,8,1,3,0,1,0,0,0,359.94,385.39,278.51
2023,11,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,FERIZAJ,3,4,4,0,1,3,0,0,0,1,0,0,1,0,2,0,0,0,0,227.06,385.36,174.3
2023,11,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,HANI I ELEZIT,1,3,3,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,413.33,400,440
2023,12,Arsimi,,Individual,PEJË,15,69,61,8,19,49,1,0,6,7,19,5,4,1,11,5,9,1,0,212.17,197.89,216.93
2023,12,Arsimi,,SH.P.K.,RAHOVEC,2,8,7,1,5,3,0,1,0,1,2,1,1,1,0,1,0,0,0,210.13,206.8,215.67
2023,12,Arsimi,,Individual,KAMENICË,5,11,9,2,8,3,0,1,0,4,1,0,0,2,1,1,1,0,0,173.64,180,156.67
